Id,TableInfoId,ColumnName,BusinessMeaning,BusinessContext,DataExamples,ValidationRules,IsKeyColumn,IsActive,CreatedDate,UpdatedDate,CreatedBy,UpdatedBy,NaturalLanguageAliases,ValueExamples,DataLineage,CalculationRules,SemanticTags,BusinessDataType,ConstraintsAndRules,DataQualityScore,UsageFrequency,PreferredAggregation,RelatedBusinessTerms,IsSensitiveData,IsCalculatedField,SemanticContext,ConceptualRelationships,DomainSpecificTerms,QueryIntentMapping,BusinessQuestionTypes,SemanticSynonyms,AnalyticalContext,BusinessMetrics,SemanticRelevanceScore,LLMPromptHints,VectorSearchTags,BusinessPurpose,BusinessFriendlyName,NaturalLanguageDescription,BusinessRules,RelationshipContext,DataGovernanceLevel,LastBusinessReview,ImportanceScore
162,3,FTDA,First Time Deposit Amount for the player,"Monetary value of the first deposit made by the player. Critical for analyzing customer acquisition value, marketing ROI, and initial player investment patterns.","50.00, 100.00, 25.00, 200.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:35:35.1633333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"ftda, first time deposit amount, first deposit amount, initial deposit value, customer acquisition value","50.00, 100.00, 25.00, 200.00, 75.00, 150.00, 300.00",Captured from the first successful deposit transaction amount for each player,Monetary value of first deposit transaction,"financial,customer_acquisition,first_deposit,marketing_roi,player_value",Money,"CHECK (FTDA >= 0), PRECISION(19,4)",9.0000,0.8000,SUM,"First Time Deposit,Customer Acquisition Value,Marketing ROI,Player Investment",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
163,3,Deposits,Total deposit amount for the date,Sum of all successful deposit transactions by the player on this date. Primary revenue input metric for financial analysis and player activity assessment.,"125.50, 89.25, 250.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:35:35.1633333,NULL,System,,"deposits, total deposits, deposit amount, player deposits, deposit volume","125.50, 89.25, 250.00, 0.00, 500.00, 75.00, 1000.00",Aggregated from all successful deposit transactions for player/date combination,SUM of all deposit transactions for player on specific date,"financial,deposits,revenue_input,player_activity,cash_flow",Money,"CHECK (Deposits >= 0), PRECISION(19,4)",9.5000,0.9000,SUM,"Deposits,Player Deposits,Revenue Input,Financial Activity",0,0,"Total monetary deposits made by players, representing cash inflow and player investment. Essential for cash flow analysis and player value assessment.","[""cash_inflow"", ""player_investment"", ""financial_transaction"", ""liquidity_metric""]","[""Deposits"", ""Cash Inflow"", ""Player Investment"", ""Funding"", ""Account Funding""]","{""cash_flow_analysis"": 0.9, ""player_value"": 0.8, ""financial_analysis"": 0.9, ""deposit_trends"": 1.0}","[""How much did players deposit?"", ""What are the deposit trends?"", ""Show me cash inflow"", ""Compare deposit volumes""]","[""deposits"", ""cash inflow"", ""player funding"", ""account deposits"", ""money in"", ""player investment""]","Cash flow metric suitable for trend analysis, player segmentation, and financial forecasting.","[""Total Deposits"", ""Average Deposit"", ""Deposit Growth"", ""Deposits per Player"", ""Deposit Frequency""]",0.95,"[""Cash inflow metric"", ""Player investment indicator"", ""Trend analysis suitable"", ""Financial health indicator""]","[""deposits"", ""cash"", ""inflow"", ""funding"", ""investment"", ""financial"", ""player"", ""money""]",,,,,,,NULL,0.50
164,3,DepositsCreditCard,Deposit amount via credit card payment method,"Sum of deposits made using credit card payment method. Important for payment method analysis, risk assessment, and payment processing optimization.","75.00, 50.00, 125.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:35:35.1633333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"credit card deposits, card deposits, cc deposits, credit card payments, card payments","75.00, 50.00, 125.00, 0.00, 200.00, 25.00, 300.00",Aggregated from deposit transactions specifically using credit card payment methods,SUM of credit card deposit transactions for player on specific date,"financial,payment_methods,credit_card,risk_assessment,payment_processing",Money,"CHECK (DepositsCreditCard >= 0), PRECISION(19,4)",8.5000,0.7500,SUM,"Credit Card Deposits,Payment Methods,Payment Processing,Risk Assessment",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
165,3,PaidCashouts,Total amount of successful withdrawals paid to player,"Sum of all completed withdrawal transactions on this date. Critical for cash flow analysis, player satisfaction, and operational efficiency measurement.","200.00, 150.00, 0.00, 500.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:35:56.9233333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"paid cashouts, withdrawals, payouts, player withdrawals, cash outs","200.00, 150.00, 0.00, 500.00, 75.00, 1000.00, 25.00",Aggregated from all successful withdrawal transactions for player/date combination,SUM of all completed withdrawal transactions for player on specific date,"financial,withdrawals,cash_flow,player_satisfaction,operational_efficiency",Money,"CHECK (PaidCashouts >= 0), PRECISION(19,4)",9.0000,0.8500,SUM,"Withdrawals,Player Withdrawals,Cash Flow,Operational Efficiency",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
166,3,Chargebacks,Total amount of chargeback transactions,"Sum of credit card chargebacks processed on this date. Critical risk management metric indicating payment disputes, fraud, or customer dissatisfaction.","0.00, 100.00, 50.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:35:56.9233333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"chargebacks, card disputes, payment disputes, transaction reversals, payment chargebacks","0.00, 100.00, 50.00, 0.00, 25.00, 200.00, 75.00",Aggregated from chargeback transactions and payment dispute records,SUM of all chargeback transactions for player on specific date,"financial,risk_management,chargebacks,payment_disputes,fraud_prevention",Money,"CHECK (Chargebacks >= 0), PRECISION(19,4)",8.5000,0.7000,SUM,"Chargebacks,Risk Management,Payment Disputes,Fraud Prevention",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
167,3,BetsReal,Total real money bets across all gaming verticals,"Sum of all real money wagering activity across casino, sports, live, and other gaming products. Primary activity metric for player engagement and revenue generation.","300.00, 150.00, 500.00, 75.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:35:56.9233333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"real money bets, real bets, cash bets, real wagering, real money wagering","300.00, 150.00, 500.00, 75.00, 1000.00, 25.00, 750.00",Aggregated from all real money betting transactions across all gaming verticals,SUM of all real money bet transactions for player on specific date,"gaming,real_money_gaming,wagering,player_engagement,revenue_generation",Money,"CHECK (BetsReal >= 0), PRECISION(19,4)",9.5000,0.9500,SUM,"Real Money Gaming,Wagering,Player Engagement,Revenue Generation",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
168,3,DepositsNeteller,Deposit amount via Neteller e-wallet payment method,"Sum of deposits made using Neteller e-wallet. Important for payment method diversification analysis, regional payment preferences, and e-wallet adoption tracking.","50.00, 25.00, 100.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:38:52.9033333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"neteller deposits, e-wallet deposits, neteller payments, digital wallet deposits, neteller funding","50.00, 25.00, 100.00, 0.00, 75.00, 200.00, 15.00",Aggregated from deposit transactions specifically using Neteller payment method,SUM of Neteller deposit transactions for player on specific date,"financial,payment_methods,e_wallet,digital_payments,neteller",Money,"CHECK (DepositsNeteller >= 0), PRECISION(19,4)",8.0000,0.6500,SUM,"E-wallet Deposits,Digital Payments,Payment Methods,Neteller",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
169,3,DepositsMoneyBookers,Deposit amount via MoneyBookers (Skrill) payment method,"Sum of deposits made using MoneyBookers/Skrill e-wallet. Used for payment method analysis, regional preferences, and alternative payment adoption metrics.","75.00, 0.00, 50.00, 125.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:38:52.9033333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"moneybookers deposits, skrill deposits, skrill payments, moneybookers payments, alternative payment deposits","75.00, 0.00, 50.00, 125.00, 25.00, 150.00, 100.00",Aggregated from deposit transactions specifically using MoneyBookers/Skrill payment method,SUM of MoneyBookers deposit transactions for player on specific date,"financial,payment_methods,e_wallet,alternative_payments,skrill",Money,"CHECK (DepositsMoneyBookers >= 0), PRECISION(19,4)",7.5000,0.6000,SUM,"E-wallet Deposits,Alternative Payments,Payment Methods,Skrill",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
170,3,DepositsOther,Deposit amount via other payment methods,"Sum of deposits made using payment methods not specifically categorized (bank transfers, crypto, other e-wallets). Used for payment method completeness and emerging payment tracking.","100.00, 0.00, 25.00, 200.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:38:52.9033333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"other deposits, alternative deposits, miscellaneous deposits, other payment methods, uncategorized deposits","100.00, 0.00, 25.00, 200.00, 50.00, 300.00, 75.00",Aggregated from deposit transactions using payment methods not in specific categories,SUM of other payment method deposit transactions for player on specific date,"financial,payment_methods,alternative_payments,miscellaneous_payments,emerging_payments",Money,"CHECK (DepositsOther >= 0), PRECISION(19,4)",7.0000,0.5500,SUM,"Alternative Payments,Other Payment Methods,Miscellaneous Payments,Emerging Payments",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
171,3,CashoutRequests,Total amount of withdrawal requests submitted,"Sum of all withdrawal requests initiated by player on this date, regardless of processing status. Used for cash flow forecasting and withdrawal demand analysis.","150.00, 0.00, 300.00, 75.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:39:14.4566667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"cashout requests, withdrawal requests, payout requests, withdrawal demands, cashout demands","150.00, 0.00, 300.00, 75.00, 500.00, 25.00, 1000.00",Aggregated from all withdrawal request transactions regardless of processing status,SUM of all withdrawal request transactions for player on specific date,"financial,withdrawals,cash_flow_forecasting,withdrawal_demand,operational_planning",Money,"CHECK (CashoutRequests >= 0), PRECISION(19,4)",8.5000,0.7500,SUM,"Withdrawal Requests,Cash Flow Forecasting,Withdrawal Demand,Operational Planning",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
172,3,Voids,Total amount of voided transactions,"Sum of transactions that were cancelled or voided on this date. Important for operational efficiency analysis, error tracking, and transaction quality metrics.","0.00, 25.00, 50.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:39:14.4566667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"voids, voided transactions, cancelled transactions, transaction voids, transaction cancellations","0.00, 25.00, 50.00, 0.00, 75.00, 100.00, 15.00",Aggregated from transactions that were voided or cancelled during processing,SUM of all voided transaction amounts for player on specific date,"financial,transaction_quality,operational_efficiency,error_tracking,transaction_management",Money,"CHECK (Voids >= 0), PRECISION(19,4)",7.5000,0.6000,SUM,"Transaction Voids,Operational Efficiency,Transaction Quality,Error Tracking",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
173,3,ReverseChargebacks,Total amount of reversed chargeback transactions,Sum of chargebacks that were successfully disputed and reversed in favor of the operator. Critical for risk management and dispute resolution effectiveness tracking.,"0.00, 100.00, 0.00, 50.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:39:14.4566667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"reverse chargebacks, chargeback reversals, disputed chargebacks, chargeback wins, successful disputes","0.00, 100.00, 0.00, 50.00, 25.00, 200.00, 75.00",Aggregated from chargeback transactions that were successfully disputed and reversed,SUM of all reversed chargeback amounts for player on specific date,"financial,risk_management,dispute_resolution,chargeback_management,fraud_prevention",Money,"CHECK (ReverseChargebacks >= 0), PRECISION(19,4)",8.0000,0.6500,SUM,"Chargeback Reversals,Risk Management,Dispute Resolution,Fraud Prevention",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
174,3,Bonuses,Total bonus amount awarded to player,"Sum of all promotional bonuses granted to the player on this date. Critical for marketing ROI analysis, promotional effectiveness, and customer acquisition cost calculation.","50.00, 0.00, 100.00, 25.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:39:35.1600000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"bonuses, promotional bonuses, bonus awards, marketing bonuses, player bonuses","50.00, 0.00, 100.00, 25.00, 75.00, 200.00, 150.00",Aggregated from all bonus award transactions and promotional grants,SUM of all bonus amounts awarded to player on specific date,"promotional,marketing_roi,bonus_management,customer_acquisition,promotional_effectiveness",Money,"CHECK (Bonuses >= 0), PRECISION(19,4)",9.0000,0.8500,SUM,"Promotional Bonuses,Marketing ROI,Customer Acquisition,Promotional Effectiveness",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
175,3,CollectedBonuses,Total bonus amount collected/claimed by player,Sum of bonuses that were actively claimed or collected by the player. Used for bonus engagement analysis and promotional activation rates.,"40.00, 0.00, 75.00, 20.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:39:35.1600000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"collected bonuses, claimed bonuses, activated bonuses, bonus collections, bonus claims","40.00, 0.00, 75.00, 20.00, 60.00, 150.00, 100.00",Aggregated from bonus transactions where player actively claimed or collected the bonus,SUM of all collected bonus amounts for player on specific date,"promotional,bonus_engagement,promotional_activation,marketing_effectiveness,player_engagement",Money,"CHECK (CollectedBonuses >= 0), PRECISION(19,4)",8.5000,0.8000,SUM,"Bonus Engagement,Promotional Activation,Marketing Effectiveness,Player Engagement",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
176,3,ExpiredBonuses,Total bonus amount that expired unused,"Sum of bonuses that expired without being used by the player. Important for bonus design optimization, promotional effectiveness, and customer engagement analysis.","0.00, 10.00, 0.00, 5.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:39:35.1600000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"expired bonuses, unused bonuses, forfeited bonuses, bonus expirations, lost bonuses","0.00, 10.00, 0.00, 5.00, 15.00, 25.00, 20.00",Aggregated from bonus transactions that expired without player utilization,SUM of all expired bonus amounts for player on specific date,"promotional,bonus_optimization,promotional_waste,customer_engagement,bonus_design",Money,"CHECK (ExpiredBonuses >= 0), PRECISION(19,4)",8.0000,0.7000,SUM,"Bonus Optimization,Promotional Waste,Customer Engagement,Bonus Design",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
177,3,BonusConverted,Total bonus amount converted to real money,Sum of bonus money that was successfully converted to real money through wagering requirements completion. Critical for bonus ROI and conversion rate analysis.,"30.00, 0.00, 50.00, 15.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:39:56.4100000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"bonus converted, converted bonuses, bonus to real conversion, wagering completion, bonus fulfillment","30.00, 0.00, 50.00, 15.00, 75.00, 100.00, 25.00",Aggregated from bonus transactions where wagering requirements were completed and bonus converted to real money,SUM of all converted bonus amounts for player on specific date,"promotional,bonus_conversion,wagering_requirements,marketing_roi,player_value",Money,"CHECK (BonusConverted >= 0), PRECISION(19,4)",9.0000,0.8500,SUM,"Bonus Conversion,Wagering Requirements,Marketing ROI,Player Value",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
178,3,BetsBonus,Total bonus money bets across all gaming verticals,"Sum of all bonus money wagering activity across casino, sports, live, and other gaming products. Used for bonus utilization analysis and promotional engagement tracking.","100.00, 0.00, 200.00, 50.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:39:56.4100000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"bonus bets, bonus money bets, promotional bets, bonus wagering, bonus money wagering","100.00, 0.00, 200.00, 50.00, 300.00, 25.00, 150.00",Aggregated from all bonus money betting transactions across all gaming verticals,SUM of all bonus money bet transactions for player on specific date,"promotional,bonus_utilization,promotional_engagement,bonus_wagering,marketing_effectiveness",Money,"CHECK (BetsBonus >= 0), PRECISION(19,4)",8.5000,0.8000,SUM,"Bonus Gaming,Promotional Engagement,Bonus Utilization,Marketing Effectiveness",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
179,3,WinsReal,Total real money winnings across all gaming verticals,"Sum of all real money winnings paid to player across casino, sports, live, and other gaming products. Primary payout metric for player returns and game performance.","250.00, 100.00, 400.00, 50.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:39:56.4100000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"real money wins, real wins, cash wins, real money winnings, real payouts","250.00, 100.00, 400.00, 50.00, 600.00, 25.00, 800.00",Aggregated from all real money winning transactions across all gaming verticals,SUM of all real money win transactions for player on specific date,"gaming,real_money_gaming,payouts,player_returns,game_performance",Money,"CHECK (WinsReal >= 0), PRECISION(19,4)",9.5000,0.9500,SUM,"Real Money Gaming,Player Returns,Game Performance,Payouts",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
180,3,BetsCasino,Total casino bets (real money + bonus),"Sum of all casino gaming bets including slots, table games, and other casino products. Primary metric for casino vertical performance and player engagement analysis.","200.00, 150.00, 350.00, 75.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:40:16.5566667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"casino bets, casino wagering, casino gaming, slots bets, table game bets","200.00, 150.00, 350.00, 75.00, 500.00, 25.00, 750.00","Aggregated from all casino gaming bet transactions including slots, table games, and casino products",SUM of all casino bet transactions for player on specific date,"gaming,casino_gaming,slots,table_games,casino_vertical",Money,"CHECK (BetsCasino >= 0), PRECISION(19,4)",9.0000,0.9000,SUM,"Casino Gaming,Slots,Table Games,Casino Vertical",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
181,3,WinsCasino,Total casino winnings (real money + bonus),"Sum of all casino gaming winnings including slots, table games, and other casino products. Used for casino payout analysis and game performance evaluation.","180.00, 120.00, 300.00, 60.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:40:16.5566667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"casino wins, casino winnings, casino payouts, slots wins, table game wins","180.00, 120.00, 300.00, 60.00, 450.00, 20.00, 600.00","Aggregated from all casino gaming win transactions including slots, table games, and casino products",SUM of all casino win transactions for player on specific date,"gaming,casino_gaming,casino_payouts,slots,table_games",Money,"CHECK (WinsCasino >= 0), PRECISION(19,4)",9.0000,0.9000,SUM,"Casino Gaming,Casino Payouts,Slots,Table Games",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
182,3,BetsCasinoReal,Total real money casino bets,Sum of real money casino gaming bets excluding bonus money. Critical for real money casino revenue analysis and player value assessment.,"150.00, 100.00, 250.00, 50.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:40:16.5566667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"real money casino bets, cash casino bets, real casino wagering, real money slots, real money table games","150.00, 100.00, 250.00, 50.00, 400.00, 20.00, 500.00",Aggregated from real money casino gaming bet transactions excluding bonus money bets,SUM of all real money casino bet transactions for player on specific date,"gaming,casino_gaming,real_money_gaming,casino_revenue,player_value",Money,"CHECK (BetsCasinoReal >= 0), PRECISION(19,4)",9.5000,0.9000,SUM,"Real Money Casino,Casino Revenue,Player Value,Real Money Gaming",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
183,3,BetsSport,Total sports betting wagers (real money + bonus),Sum of all sports betting wagers including pre-match and live betting. Primary metric for sportsbook vertical performance and sports betting engagement analysis.,"100.00, 75.00, 200.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:40:38.4466667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"sports bets, sports betting, sportsbook bets, sports wagering, betting on sports","100.00, 75.00, 200.00, 0.00, 300.00, 50.00, 500.00",Aggregated from all sports betting transactions including pre-match and live betting,SUM of all sports bet transactions for player on specific date,"gaming,sports_betting,sportsbook,sports_wagering,betting_vertical",Money,"CHECK (BetsSport >= 0), PRECISION(19,4)",8.5000,0.7500,SUM,"Sports Betting,Sportsbook,Sports Wagering,Betting Vertical",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
184,3,WinsSport,Total sports betting winnings (real money + bonus),"Sum of all sports betting winnings from successful bets. Used for sports betting payout analysis, odds effectiveness, and sportsbook performance evaluation.","90.00, 60.00, 180.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:40:38.4466667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"sports wins, sports betting wins, sportsbook wins, sports winnings, betting winnings","90.00, 60.00, 180.00, 0.00, 250.00, 40.00, 400.00",Aggregated from all sports betting win transactions from successful bets,SUM of all sports win transactions for player on specific date,"gaming,sports_betting,sportsbook_payouts,sports_winnings,betting_performance",Money,"CHECK (WinsSport >= 0), PRECISION(19,4)",8.5000,0.7500,SUM,"Sports Betting,Sportsbook Payouts,Sports Winnings,Betting Performance",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
185,3,BetsSportReal,Total real money sports betting wagers,Sum of real money sports betting wagers excluding bonus money. Critical for real money sportsbook revenue analysis and sports betting player value assessment.,"75.00, 50.00, 150.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:40:38.4466667,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"real money sports bets, cash sports bets, real sports wagering, real money betting, cash betting","75.00, 50.00, 150.00, 0.00, 250.00, 25.00, 400.00",Aggregated from real money sports betting transactions excluding bonus money bets,SUM of all real money sports bet transactions for player on specific date,"gaming,sports_betting,real_money_gaming,sportsbook_revenue,betting_value",Money,"CHECK (BetsSportReal >= 0), PRECISION(19,4)",9.0000,0.7500,SUM,"Real Money Sports Betting,Sportsbook Revenue,Betting Value,Real Money Gaming",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
186,3,BetsLive,Total live casino bets (real money + bonus),Sum of all live casino gaming bets with real dealers. Premium gaming vertical with higher engagement and typically higher stakes than standard casino games.,"150.00, 100.00, 300.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:40:59.5633333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"live casino bets, live dealer bets, live gaming, live casino wagering, real dealer bets","150.00, 100.00, 300.00, 0.00, 500.00, 50.00, 750.00",Aggregated from all live casino gaming bet transactions with real dealers,SUM of all live casino bet transactions for player on specific date,"gaming,live_casino,live_dealer,premium_gaming,interactive_gaming",Money,"CHECK (BetsLive >= 0), PRECISION(19,4)",8.5000,0.7000,SUM,"Live Casino,Live Dealer Gaming,Premium Gaming,Interactive Gaming",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
187,3,WinsLive,Total live casino winnings (real money + bonus),Sum of all live casino gaming winnings from real dealer games. Used for live casino payout analysis and premium gaming performance evaluation.,"135.00, 90.00, 270.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:40:59.5633333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"live casino wins, live dealer wins, live gaming wins, live casino winnings, real dealer winnings","135.00, 90.00, 270.00, 0.00, 450.00, 45.00, 600.00",Aggregated from all live casino gaming win transactions from real dealer games,SUM of all live casino win transactions for player on specific date,"gaming,live_casino,live_dealer_payouts,premium_gaming,interactive_gaming",Money,"CHECK (WinsLive >= 0), PRECISION(19,4)",8.5000,0.7000,SUM,"Live Casino,Live Dealer Payouts,Premium Gaming,Interactive Gaming",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
188,3,BetsLiveReal,Total real money live casino bets,Sum of real money live casino gaming bets excluding bonus money. Critical for real money live casino revenue analysis and premium player value assessment.,"120.00, 80.00, 250.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:40:59.5633333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"real money live bets, cash live casino bets, real live dealer bets, real money live gaming, cash live gaming","120.00, 80.00, 250.00, 0.00, 400.00, 40.00, 600.00",Aggregated from real money live casino gaming bet transactions excluding bonus money bets,SUM of all real money live casino bet transactions for player on specific date,"gaming,live_casino,real_money_gaming,premium_gaming_revenue,high_value_gaming",Money,"CHECK (BetsLiveReal >= 0), PRECISION(19,4)",9.0000,0.7000,SUM,"Real Money Live Casino,Premium Gaming Revenue,High Value Gaming,Real Money Gaming",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
189,3,AppBets,Total mobile app bets across all gaming verticals,"Sum of all gaming bets placed through mobile applications. Critical for mobile strategy analysis, app performance evaluation, and mobile user engagement tracking.","180.00, 120.00, 250.00, 75.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:41:21.6300000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"app bets, mobile app bets, mobile gaming, app wagering, mobile app wagering","180.00, 120.00, 250.00, 75.00, 400.00, 50.00, 600.00",Aggregated from all gaming bet transactions placed through mobile applications,SUM of all mobile app bet transactions for player on specific date,"gaming,mobile_gaming,mobile_app,app_performance,mobile_strategy",Money,"CHECK (AppBets >= 0), PRECISION(19,4)",8.5000,0.8000,SUM,"Mobile Gaming,Mobile App,App Performance,Mobile Strategy",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
190,3,AppWins,Total mobile app winnings across all gaming verticals,Sum of all gaming winnings paid through mobile applications. Used for mobile app payout analysis and mobile gaming performance evaluation.,"160.00, 100.00, 220.00, 60.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:41:21.6300000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"app wins, mobile app wins, mobile gaming wins, app winnings, mobile app winnings","160.00, 100.00, 220.00, 60.00, 350.00, 40.00, 500.00",Aggregated from all gaming win transactions paid through mobile applications,SUM of all mobile app win transactions for player on specific date,"gaming,mobile_gaming,mobile_app_payouts,app_performance,mobile_strategy",Money,"CHECK (AppWins >= 0), PRECISION(19,4)",8.5000,0.8000,SUM,"Mobile Gaming,Mobile App Payouts,App Performance,Mobile Strategy",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
191,3,AppBetsCasino,Total mobile app casino bets,Sum of casino gaming bets placed through mobile applications. Specific metric for mobile casino performance and mobile casino user engagement analysis.,"120.00, 80.00, 180.00, 50.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:41:21.6300000,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"app casino bets, mobile casino bets, mobile app casino gaming, app casino wagering, mobile casino wagering","120.00, 80.00, 180.00, 50.00, 300.00, 30.00, 400.00",Aggregated from casino gaming bet transactions placed through mobile applications,SUM of all mobile app casino bet transactions for player on specific date,"gaming,mobile_gaming,mobile_casino,app_casino_performance,mobile_casino_strategy",Money,"CHECK (AppBetsCasino >= 0), PRECISION(19,4)",8.0000,0.7500,SUM,"Mobile Casino,Mobile App Casino,App Casino Performance,Mobile Casino Strategy",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
192,3,SideGamesBets,Total side games bets across all side game categories,"Sum of all side games wagering including slots, table games, casual games, and featured games. Used for side games portfolio performance and alternative gaming analysis.","80.00, 50.00, 120.00, 0.00","Non-negative monetary amount, precision to 2 decimal places",0,1,2025-06-20 04:41:45.2333333,2025-06-22 02:34:21.7000000,System,System_NullValueFix,"side games bets, side gaming, alternative games bets, secondary games, side game wagering","80.00, 50.00, 120.00, 0.00, 200.00, 25.00, 300.00",Aggregated from all side games betting transactions across various side game categories,SUM of all side games bet transactions for player on specific date,"gaming,side_games,alternative_gaming,secondary_gaming,game_portfolio",Money,"CHECK (SideGamesBets >= 0), PRECISION(19,4)",7.5000,0.6000,SUM,"Side Games,Alternative Gaming,Secondary Gaming,Game Portfolio",0,0,,,,,,,,,NULL,,,,,,,,,NULL,0.50
